# naive_pinyin dict v1
# sources: rime-ice(8105/base/ext/others)
a	啊:853,阿:753,吖:660,锕:274,腌:38
an sha	暗杀:514
an shan	鞍山:386
an shan he cheng	鞍山合成:562
an shan shi	鞍山市:432
an shan xin tuo	鞍山信托:562
an shang	按上:492,岸上:469,安上:458,鞍上:438,暗伤:306
an shao	暗哨:305
an she	安设:456
an shen	安神:475,安身:443
an shen li ming	安身立命:410
an sheng	安生:450
an shi	暗示:604,按时:602,俺是:601,暗室:402,安适:383,暗事:301
an shi chang	按市场:576
an shi chang jia	按市场价:482
an shi wan cheng	按时完成:593
an shi xing	暗示性:358
an shi zhe	暗示着:323
an shi zhi luan	安史之乱:462
an shu	按书:549,俺叔:542,桉树:336
an shu shang	按书上:549
an shu shang de	按书上的:549
an shui	安睡:436,氨水:428
an shun shi	安顺市:362
an shun xu	按顺序:594
an shuo	按说:497
an song	暗送:264
an suan	暗算:508,氨酸:310
an suo	暗锁:244
an ta	安踏:350
an tai	案台:418,安胎:348
an tan	暗叹:548,暗探:334,岸滩:328,暗滩:308
an tang	庵堂:432
an te wei pu	安特卫普:438
an tian	安恬:334
an tie	安帖:549
an tong	暗通:273
an tou	案头:436,岸头:240
an tu	按图:556
an tu sheng	安徒生:455
an tu suo ji	按图索骥:372
an tuo	安妥:282
an wai ren	案外人:302
an wang	暗网:549
an wei	安慰:630,安危:522,暗卫:418
an wei hui	安委会:343
an wei ji	安慰剂:351
an wei sai	安慰赛:325
an wei ta	安慰他:578,安慰她:576
an wei xun	安位薰:525
an wei yu	按位与:501
an wei zhe	安慰着:532
an wei zi ji	安慰自己:577
an wen	安稳:520,按蚊:371
an wo	按我:484,安卧:314
an wu tian ri	暗无天日:382
an wu zhi	暗物质:360
an xi	安息:494,暗喜:454
an xi ri	安息日:372
an xi tie guan yin	安溪铁观音:517
an xia	按下:721,暗下:499,安下:399,暗匣:256
an xia jue xin	暗下决心:511
an xia li	暗下里:549
an xia qu	按下去:478
an xia shu	按下述:486
an xian	岸线:486,安闲:406,暗线:378
an xian xing	按现行:569
an xian zai	按现在:513
an xiang	暗想:522,安详:503,按响:478,暗香:404,安享:378,暗箱:357,暗巷:256
an xiang cao zuo	暗箱操作:573
an xiang fu dong	暗香浮动:504
an xiang mu	按项目:541
an xiao	暗笑:457
an xie	安歇:450
an xie yi	按协议:559
an xin	安心:582
an xin gong zuo	安心工作:497
an xing	暗星:418
an xu	按需:629,按序:336
an ya	按压:478
an yan	铵盐:366
an yang	安阳:390,安养:274
an yang shi	安阳市:412
an yang xian	安阳县:338
an yao	俺要:534
an yao qiu	按要求:660
an ye	俺也:549,暗夜:549
an ye jing ling	暗夜精灵:317
an yi	安逸:489
an yi ban	按一般:522
an yi ding	按一定:607
an yi xia	按一下:602
an ying	暗影:452,安营:380
an ying zha zhai	安营扎寨:400
an yong	暗涌:505
an you	案由:384,桉油:238
an you guan	按有关:650
an yu	安于:442,暗语:412,按语:354,暗喻:351
an yu xian zhuang	安于现状:386
an yuan	案源:302
an yuan ji hua	按原计划:482
an yue	按月:657,暗月:530
an yue ding	按约定:561
an yun	暗云:392
an zai	按在:605,安在:599,俺在:418
an zang	安葬:502
an zhai la la	安斋拉拉:525
an zhan	暗战:522
an zhang	按章:542
an zhao	按照:733
an zhao fa lv	按照法律:597
an zhao guan li	按照惯例:541
an zhao gui ding	按照规定:721
an zhao guo ji guan li	按照国际惯例:516
an zhao he tong	按照合同:618
an zhao ji hua	按照计划:561
an zhao shuo ming	按照说明:482
an zhao ti shi	按照提示:552
an zhao xie yi	按照协议:533
an zhao yao qiu	按照要求:596
an zhao yue ding	按照约定:643
an zhe	按着:524,按这:514,暗着:484
an zhe ge	按这个:533
an zhe zhong	按这种:483
an zhen	安枕:298
an zhen qiao	安贞桥:290
an zhi	安置:627,案值:319,暗指:296
an zhi bu zhu fei	安置补助费:542
an zhi di	安置地:498
an zhi fang	安置房:542
an zhi fei	安置费:320
an zhi gong zuo	安置工作:346
an zhong	暗中:602
an zhong guo	按中国:567
an zhong liang	按重量:496
an zhu	按住:570,庵主:280
an zhuan	暗转:239
an zhuang	安装:675
an zhuang ban	安装版:328
an zhuang bao	安装包:358
an zhuang bu ding	安装补丁:482
an zhuang bu zhou	安装步骤:540
an zhuang cha jian	安装插件:515
an zhuang cheng gong	安装成功:524
an zhuang cheng xu	安装程序:398
an zhuang chi cun	安装尺寸:507
an zhuang fang fa	安装方法:575
an zhuang fei	安装费:332
an zhuang fei yong	安装费用:483
an zhuang gong cheng	安装工程:619
an zhuang gong si	安装公司:308
an zhuang guang pan	安装光盘:582
an zhuang guo	安装过:522
an zhuang guo cheng	安装过程:593
an zhuang hou	安装后:634
an zhuang ji shu	安装技术:496
an zhuang le	安装了:696
an zhuang lu jing	安装路径:536
an zhuang mu lu	安装目录:619
an zhuang pan	安装盘:330
an zhuang pei zhi	安装配置:552
an zhuang qu dong	安装驱动:544
an zhuang ruan jian	安装软件:574
an zhuang shi	安装时:627
an zhuang shi bai	安装失败:485
an zhuang shi yong	安装使用:489
an zhuang tiao shi	安装调试:609
an zhuang wan	安装完:567
an zhuang wei zhi	安装位置:558
an zhuang wen jian	安装文件:338
an zhuang xi tong	安装系统:555
an zhuang you	安装有:585
an zhuang zai	安装在:677
an zhuang zhi nan	安装指南:483
an zhuo	安卓:422,案桌:258
an zhuo kai fa	安卓开发:486
an zi	暗自:566,案子:558,鞍子:351
an zi ji	按自己:589
an zi mu	按字母:529
an zuo	安坐:354,鞍座:294
ang	昂:622,肮:529,盎:499,卬:307
ang ang	昂昂:259
ang cang	昂藏:314
ang da	昂达:600
ang fen	昂奋:346
ang ge lu	盎格鲁:388
ang ge lu sa ke xun ren	盎格鲁-撒克逊人:549
ang gui	昂贵:578
ang li	昂立:348
ang qi	昂起:430
ang ran	盎然:468,昂然:467
ang shou	昂首:478
ang shou kuo bu	昂首阔步:362
ang shou ting xiong	昂首挺胸:391
ang si	盎司:492
ang tou	昂头:289
ang yang	昂扬:462
ang zang	肮脏:509
ang zang de	肮脏的:594
ang zhe	昂着:423
ang zhe tou	昂着头:492
ao	傲:670,奥:667,熬:591,敖:562,澳:554,凹:547,懊:547,嗷:537,拗:505,袄:502,鳌:482,翱:479,獒:477,骜:475,坳:448,鏖:433,遨:429,媪:376,螯:346,岙:345,璈:335,鏊:329,聱:254,廒:191,奡:165,隩:107,薁:99,鿫:38
ao an	傲岸:296
ao ao	嗷嗷:424
ao ao dai bu	嗷嗷待哺:345
ao ba ma	奥巴马:481
ao bai	鳌拜:332
ao ban	凹版:365
ao ban yin shua	凹版印刷:492
ao bao	敖包:390
ao bi	澳币:549
ao bing	敖丙:418
ao bo	奥博:324
ao cao	凹槽:412
ao cheng	熬成:544
ao chu	熬出:300,凹处:286
ao chuan	熬穿:418
ao chuang	奥创:282
ao da li ya	澳大利亚:660
ao da li ya dui	澳大利亚队:368
ao dai li	奥黛丽:346
ao dao	熬到:328
ao de	熬的:514,熬得:484,凹的:463
ao de sai	奥德赛:426
ao di	奥迪:544,凹地:282
ao di li	奥地利:604
ao di li gong he guo	奥地利共和国:358
ao ding	奥丁:370
ao dong	凹洞:284
ao duan	拗断:236
ao er fu	奥尔夫:306
ao fu	澳服:418
ao ge	熬个:514
ao gu	傲骨:340
ao gu si ting	奥古斯汀:518
ao guo	熬过:338
ao han	敖汉:425
ao hao	熬好:418
ao he	螯合:343
ao hen	凹痕:286
ao hui	懊悔:493
ao ji	澳籍:387
ao jian	熬煎:386
ao jiang	鳌江:385
ao jiao	傲娇:549
ao jin	凹进:334
ao jing feng	奥井枫:525
ao kang	奥康:574
ao ke lan	奥克兰:434
ao ke ma	澳柯玛:437
ao ke si	奥克斯:366
ao keng	凹坑:342
ao kou	拗口:386
ao lan	熬烂:549
ao lan dian	熬烂点:549
ao lan duo	奥兰多:429
ao lan le	熬烂了:549
ao lan qun dao	奥兰群岛:484
ao le	熬了:539,凹了:459
ao li	傲立:338
ao li fu	奥利弗:327
ao li wei la	奥利维拉:491
ao lian	熬炼:254
ao lin ba si	奥林巴斯:418
ao lin pi ke	奥林匹克:543
ao lin pi ke jing shen	奥林匹克精神:517
ao lin pi ke yun dong	奥林匹克运动:408
ao lin pi ke yun dong hui	奥林匹克运动会:446
ao lin pi ya	奥林匹亚:410
ao long	翱龙:452
ao ma	熬吗:549,熬嘛:418
ao man	傲慢:524
ao mao	澳毛:274
ao mei	奥美:410
ao mei jia	奥美嘉:296
ao men	澳门:652
ao men hui gui	澳门回归:540
ao men ju min	澳门居民:547
ao men te bie xing zheng qu	澳门特别行政区:522
ao men te qu	澳门特区:330
ao mi	奥秘:530
ao mi ga	奥米伽:484
ao mi jia	奥米伽:484
ao mian	凹面:340
ao miao	奥妙:524
ao mo	熬磨:325
ao mu fu hao	奥姆符号:484
ao na	熬那:418
ao nao	懊恼:488
ao ni	奥尼:429
ao ni er	奥尼尔:488
ao nian tou	熬年头:549
ao nian tou er	熬年头儿:549
ao qi	傲气:450
ao quan	獒犬:498
ao ran	傲然:454
ao ren	熬人:526,傲人:326
ao ru	凹入:457
ao sai	奥赛:563
ao sai ban	奥赛班:563
ao sang	懊丧:420
ao shan	鳌山:374
ao shi	傲视:416,傲世:270
ao shi qun xiong	傲视群雄:306
ao shi ti	奥氏体:393
ao shu	奥术:459,奥数:352
ao shuang	傲霜:477
ao si	熬死:501
ao si ka	奥斯卡:530
ao si ka jiang	奥斯卡奖:396
ao si ka zui jia	奥斯卡最佳:557
ao si lu	奥斯陆:426
ao si man	奥斯曼:456
ao si man di guo	奥斯曼帝国:470
ao si te	奥斯特:394
ao si ting	奥斯汀:396
ao tang	熬汤:328
ao te man	奥特曼:350
ao ti zhong xin	奥体中心:312
ao tou	熬头:549,鳌头:297
ao tou er	熬头儿:549
ao tu	凹凸:481
ao tu bu ping	凹凸不平:423
ao tu you zhi	凹凸有致:492
ao tuo	奥拓:449,奥托:386
ao wei	奥委:449
ao wei er	奥威尔:284
ao wei hui	奥委会:452
ao wu	嗷呜:549,傲物:238
ao xia	螯虾:484,凹下:280
ao xian	凹陷:500
ao xian chu	凹陷处:296
ao xiang	翱翔:480
ao xin	澳新:310
ao xing	凹形:324
ao xiong di guo	奥匈帝国:479
ao xue	傲雪:569
ao ya	爊鸭:422
ao yao	熬药:267
ao ye	熬夜:505
ao yi	奥义:549
ao yin	凹印:536
ao you	遨游:465,熬油:459
ao yuan	澳元:463,奥援:296
ao yun	奥运:598
ao yun chang guan	奥运场馆:323
ao yun cun	奥运村:322
ao yun guan jun	奥运冠军:326
ao yun hui	奥运会:628
ao yun hui shang	奥运会上:585
ao yun jin pai	奥运金牌:302
ao yun jing shen	奥运精神:510
ao zhan	鏖战:444
ao zhe	熬着:549
ao zhi	熬制:549
ao zhi dong wu	螯肢动物:549
ao zhou	澳洲:558,熬粥:296
ao zhou ya zhou	澳洲亚洲:484
ao zhu	熬煮:511
ao zou	熬走:418
ao zu wei	奥组委:392
ba	把:834,吧:809,八:744,爸:727,巴:725,罢:683,拔:666,霸:650,疤:570,跋:561,扒:558,叭:554,芭:527,靶:515,坝:509,耙:456,笆:448,魃:424,粑:410,钯:373,灞:373,捌:332,鲅:329,岜:309,鲃:205,菝:153,蚆:121,胈:99,羓:76,㞎:38,朳:38
ba a	吧啊:514,爸啊:418
ba ai	把爱:514
ba ba	爸爸:676,把把:555,㞎㞎:549,粑粑:540,八八:372,巴巴:364,叭叭:282
ba ba de	爸爸的:637,巴巴地:491
ba ba er de	巴巴儿地:549
ba ba la	芭芭拉:314
ba ba ma ma	爸爸妈妈:388
ba ba nian	八八年:310
ba bai	八百:487,八拜:239
ba bai li	八百里:427
ba bai nian	八百年:367
ba bai yuan	八百元:318
ba ban	八班:286,八版:261
ba bang	霸榜:418
ba bao	八宝:498
ba bao fan	八宝饭:348
ba bao shan	八宝山:372
ba bao zhou	八宝粥:340
ba bei	拔北:412,八倍:319
ba bi	芭比:335
ba bi lun	巴比伦:502
ba bi tuo	巴比妥:490
ba bi wa wa	芭比娃娃:318
ba bian	八遍:306
ba biao	靶标:340
ba bie ren	把别人:572
ba bing	把柄:460,八饼:418,罢兵:278
ba bu	八部:450,八步:384
ba bu de	巴不得:483
ba bu fen	把部分:479
ba bu tong	把不同:520
ba bu wei	八部委:482
ba bu ya xin ji nei ya du li guo	巴布亚新几内亚独立国:325
ba cao	拔草:338
ba ce	八册:284
ba ceng	八层:381
ba cha	拔插:418
ba chan pin	把产品:584
ba chang	靶场:434,八场:302,八厂:264
ba che	把车:642,扒车:258
ba cheng	八成:530
ba chi	把持:494,八耻:459,八尺:434
ba chi bu zhu	把持不住:485
ba chu	拔出:568,拔除:434,罢黜:371,八处:324,扒出:274
ba chu lai	扒出来:491,拔出来:316
ba chu lai le	拔出来了:532
ba chuan	把船:418,八串:405
ba ci	把此:578,八次:445,把词:420
ba ci fang	八次方:484
ba cun	八寸:372
ba da	八大:570,八达:410,吧嗒:381
ba da cai xi	八大菜系:304
ba da chu	八大处:348
ba da guan	八大关:288
ba da jia	把大家:562
ba da liang	把大量:480
ba da ling	八达岭:456
ba da ling chang cheng	八达岭长城:404
ba da shan ren	八大山人:326
ba dai	八代:387,八袋:346
ba dan	把蛋:418
ba dao	把刀:604,霸道:567,拔刀:318
ba dao de	霸道的:547
ba dao xiang zhu	拔刀相助:372
ba de tou chou	拔得头筹:483
ba deng	把灯:418
ba di	拔地:476,耙地:246
ba di er qi	拔地而起:438
ba di ya	芭堤雅:316
ba dian	八点:496,靶点:248
ba dian ban	八点半:312
ba dian hua	把电话:564
ba dian shi	把电视:505
ba dian zhong	八点钟:294
ba diao	拔掉:470,扒掉:461
ba ding	拔钉:418
ba dong xi	把东西:569
ba dong xian	巴东县:451
ba dou	巴豆:369
ba du	八度:450,拔毒:308
ba duan	八段:340
ba dui fang	把对方:563
ba duo	八朵:322,把舵:316
ba er	把儿:422
ba er di mo	巴尔的摩:405
ba er duo	把耳朵:492
ba er gan	巴尔干:446
ba er nian	八二年:513
ba er zha ke	巴尔扎克:416
ba fa li ya	巴伐利亚:447
ba fa zhan	把发展:604
ba fan	把饭:418
ba fang	把房:543,八方:486
ba fang zi	把房子:549
ba fei te	巴菲特:432
ba fen	八分:460,拔份:412,八份:268
ba fen zhi qi	八分之七:484
ba fen zhi san	八分之三:484
ba fen zhi wu	八分之五:484
ba fen zhi yi	八分之一:506
ba fen zhong	八分钟:310
ba feng	把风:392
ba ga	八嘎:311
ba gai	把该:608
ba gao	坝高:494,拔高:432
ba ge	八个:610,八哥:492,八格:275
ba ge da	巴格达:516
ba ge fang mian	八个方面:545
ba ge ren	把个人:574,八个人:522
ba ge yue	八个月:538
ba ge zhong	把各种:559
ba ge zi	八个字:557
ba geng duo	把更多:560
ba gong	罢工:579
ba gong si	把公司:577
ba gong zuo	把工作:626
ba gu	八股:432
ba gu wen	八股文:404
ba gua	八卦:590
ba gua hai	八挂海:525
ba gua jiao	八卦教:371
ba gua ling	八卦岭:296
ba gua xin wen	八卦新闻:295
ba gua zhang	八卦掌:412
ba guai	八怪:496
ba guan	把关:513,拔罐:492,罢官:448,八关:254,拔管:226
ba guang	扒光:479,拔光:463
ba guo	八国:301
ba guo ji tuan	八国集团:310
ba guo jia	把国家:550
ba guo lian jun	八国联军:548
ba guo nei	把国内:485
ba ha	巴哈:419
ba ha ma	巴哈马:422
ba ha ma guo	巴哈马国:549
ba ha ma guo jia	巴哈马国家:549
ba hai	八孩:418
ba hai er	八孩儿:555
ba hai zi	把孩子:624
ba hang	八行:306
ba hao	把好:649,把号:439,八号:396
ba he	八核:514,拔河:416
ba he bi sai	拔河比赛:305
ba hen	疤痕:511
ba hen duo	把很多:509
ba hu	跋扈:442
ba hua	把话:610
ba hua jiang kai	把话讲开:484
ba huan	八环:542
ba huang	八荒:374
ba hui	八回:272
ba huo	把货:548
ba huo tong	拔火筒:549
ba ji	八级:416,吧唧:372,巴基:325,八集:274
ba ji si tan	巴基斯坦:599
ba ji si tan yi si lan gong he guo	巴基斯坦伊斯兰共和国:350
ba jia	把家:573,八家:422,八架:284
ba jia ge	把价格:528
ba jia li	把家里:549
ba jian	把剑:501,拔剑:500,拔尖:416,八件:354
ba jian ren cai	拔尖人才:576
ba jian tao	八件套:493
ba jiao	八角:554,芭蕉:494,拔脚:358,八脚:291,罢教:249
ba jiao er	把角儿:549
ba jiao jie	八角街:310
ba jiao shan	芭蕉扇:392
ba jiao xing	八角星:484,八角形:381
ba jie	八戒:515,巴结:478,八届:448,八节:370,巴解:350,拔节:318,八街:277
ba jin	巴金:467,八斤:332
ba jin zhi	八进制:352
ba jing	八景:442
ba jing ji	把经济:567
ba jing li	把精力:559
ba jing shen	把精神:489
ba jiu	把酒:481,八九:464
ba jiu nian	八九年:388
ba jiu shi	八九十:373
ba ju	八句:388,八局:314
ba juan	八卷:384
ba jue	八绝:416
ba jun	八军:507
ba ka	拔卡:484
ba kai	扒开:428,八开:327,拔开:291
ba kao	罢考:549
ba ke	罢课:456,八克:311,八颗:307,八棵:256
ba ke hu	把客户:533
ba kong	把控:484
ba kou er	把口儿:549
ba ku	巴库:407
ba kuai	八块:396
ba kuan	八款:271
ba kun	八捆:405
ba kuo jie	八廓街:300
ba la	扒拉:400
ba la gui	巴拉圭:478
ba la gui gong he guo	巴拉圭共和国:549
ba la ke	巴拉克:438
ba la yan er	疤瘌眼儿:325
ba lan	把揽:260
ba lang	巴郎:497
ba lao	把牢:514
ba le	扒了:686,罢了:636,拔了:565,芭乐:325
ba le si tan	巴勒斯坦:564
ba lei	芭蕾:517,八类:330
ba lei wu	芭蕾舞:461
ba lei wu ju	芭蕾舞剧:374
ba lei wu tuan	芭蕾舞团:438
ba li	巴黎:667,八里:444,笆篱:325,八粒:246
ba li che zhan	巴黎车展:511
ba li dao	巴厘岛:424
ba li gong she	巴黎公社:406
ba li kun	巴里坤:364
ba li sheng	巴厘省:565
ba li sheng mu yuan	巴黎圣母院:385
ba li zhuang	八里庄:362
ba li zi	笆篱子:549
ba lian	把脸:615,八连:365,疤脸:272
ba liang	八辆:437,八两:384
ba liang ge	把两个:564
ba liao	罢了:636
ba lin	巴林:410
ba lin wang guo	巴林王国:549
ba ling	霸凌:549,八零:509
ba ling hou	八零后:549
ba liu	八六:504,八流:405
ba long	八龙:426
ba lou	八楼:326
ba lu	八路:476
ba lu jun	八路军:567
ba lun	罢论:334
ba luo ke	巴洛克:458
ba ma	爸妈:377
ba mai	把脉:405
ba mao	拔锚:300,拔毛:292
ba mao tou	把矛头:479
ba mei	把妹:549
ba mei er	把妹儿:542
ba mei ge	把每个:541
ba mei guo	把美国:510
ba men	把门:504,八门:407
ba meng	巴盟:267
ba mi	八米:306
ba mi lin	八蜜凛:525
ba mian	罢免:580,八面:412
ba mian an	罢免案:490
ba mian ling long	八面玲珑:366
ba miao	八秒:256
ba miao zhu zhang	拔苗助长:350
ba min	八闽:340
ba ming	八名:478
ba mo	拔模:400
ba mu	八目:268
ba mu biao	把目标:538
ba mu guang	把目光:607
ba mu nai nai	八木奈奈:525
ba na	把那:662
ba na ge	把那个:586
ba na ma	巴拿马:502
ba na ma gong he guo	巴拿马共和国:340
ba na xie	把那些:612
ba nan qu	巴南区:307
ba ni	把你:747
ba ni men	把你们:567
ba nian	八年:640
ba nian ji	八年级:347
ba nian kang zhan	八年抗战:494
ba nian lai	八年来:501
ba nian qian	八年前:516
ba niao	把尿:453
ba nin	把您:616
ba nong	把弄:416
ba nong cun	把农村:560
ba nv	把女:459,吧女:417
ba nv er	把女儿:531
ba pai	八排:387
ba pen	把盆:459,八盆:282
ba pen er	八盆儿:484
ba pi	扒皮:312
ba pian	八篇:307,八片:273
ba ping	霸屏:549
ba po	八婆:549
ba qi	把其:595,八旗:512,八七:474,霸气:468,拔起:316,八期:285,八起:250
ba qi guan	靶器官:481
ba qi ta	把其他:504
ba qi ye	把企业:614
ba qi zhong	把其中:516
ba qian	把钱:672,八千:471,八钱:253
ba qian mian	把前面:480
ba qian wan	八千万:327
ba qiang	把枪:569,八强:335,拔枪:286
ba qiu	把球:602
ba qu	坝区:370,八区:322,拔去:298,拔取:260
ba quan	霸权:524,八圈:256
ba quan bu	把全部:557
ba quan zhu yi	霸权主义:472
ba qun	拔群:242
ba ren	把人:549
ba ri	八日:486
ba ri ben	把日本:511
ba rong	八荣:471
ba rong ba chi	八荣八耻:388
ba sa	巴萨:471
ba sai	罢赛:281
ba sai er	巴塞尔:450
ba sai luo na	巴塞罗那:506
ba san	把伞:525,八三:280
ba sha	岜沙:549
ba shan	巴山:398
ba shan she shui	跋山涉水:386
ba shang	坝上:439
ba she	跋涉:495
ba she hui	把社会:577
ba shei	把谁:492
ba shen	八神:325
ba shen ti	把身体:549
ba sheng	八升:405
ba shi	八十:520,把式:505,巴士:451,罢市:428,巴适:414,巴氏:358,八世:306,八时:290
ba shi ba	八十八:338
ba shi chang	把市场:544
ba shi gu fen	巴士股份:562
ba shi hai xia	巴士海峡:371
ba shi jian	把时间:572
ba shi jie	把世界:534
ba shi nian	八十年:449
ba shi nian dai	八十年代:539
ba shi nian dai chu	八十年代初:541
ba shi qing	把事情:614
ba shi sui	八十岁:403
ba shi wan	八十万:378
ba shi wu	八十五:316
ba shi yi	八十一:381
ba shi zhan	巴士站:282
ba shou	把手:567,把守:488,罢手:456
ba shou shen jin	把手伸进:501
ba shu	把书:597,巴蜀:524
ba shuang shou	把双手:495
ba shui	把水:501,把谁:492
ba si	拔丝:320
ba si de	巴斯德:397
ba si fu	巴斯夫:331
ba si xiang	把思想:603
ba song	罢讼:325
ba su	罢诉:325
ba suan	把蒜:484,扒蒜:405
ba sui	八岁:476
ba suo	八所:374
ba suo you	把所有:671
ba ta	把他:756,把她:597,把它:503
ba ta men	把他们:549,把她们:542,把它们:534
ba tai	吧台:413,八台:300
ba tang	把糖:484,把汤:459
ba tao	八套:335
ba te er	巴特尔:368
ba te le	巴特勒:412
ba tian	八天:432
